Pit,Material,HD (km),Month,SF,Cycle (hrs),TPNOH (t/h),Cycle (min),Fixed (min),Travel (min)
MRM,Ore,7.2,Nov,1.027,0.539449079,691.0772754,32.36694476,7.2715,25.09544476
MRM,Ore,7.2,Dec,1.07,0.539449079,720.0123512,32.36694476,7.2057,25.16124476
MRM,Ore,7.3,Jan,1.07,0.541918361,716.7315745,32.51510165,7.9099,24.60520165
MRM,Ore,7.3,Feb,1.07,0.541918361,716.7315745,32.51510165,8.3314,24.18370165
MRM,Ore,7.3,Mar,1.027,0.541918361,687.928343,32.51510165,7.9672,24.54790165
MRM,Ore,7.3,Apr,0.958,0.541918361,641.7092041,32.51510165,7.9729,24.54220165
MRM,Ore,7.3,May,0.958,0.541918361,641.7092041,32.51510165,7.5509,24.96420165
MRM,Ore,7.3,Jun,0.958,0.541918361,641.7092041,32.51510165,7.74,24.77510165
MRM,Ore,7.3,Jul,0.958,0.541918361,641.7092041,32.51510165,7.7183,24.79680165
MRM,Ore,7.3,Aug,0.958,0.541918361,641.7092041,32.51510165,7.8197,24.69540165
MRM,Ore,7.3,Sep,0.958,0.541918361,641.7092041,32.51510165,7.734,24.78110165
MRM,Ore,7.3,Oct,0.987,0.541918361,661.1346393,32.51510165,7.185,25.33010165
MRM,Ore,7.3,Nov,1.027,0.541918361,687.928343,32.51510165,7.2715,25.24360165
MRM,Ore,7.3,Dec,1.07,0.541918361,716.7315745,32.51510165,7.2057,25.30940165
MRM,Ore,7.4,Jan,1.07,0.544365119,713.5100812,32.66190712,7.9099,24.75200712
MRM,Ore,7.4,Feb,1.07,0.544365119,713.5100812,32.66190712,8.3314,24.33050712
MRM,Ore,7.4,Mar,1.027,0.544365119,684.8363115,32.66190712,7.9672,24.69470712
MRM,Ore,7.4,Apr,0.958,0.544365119,638.8249138,32.66190712,7.9729,24.68900712
MRM,Ore,7.4,May,0.958,0.544365119,638.8249138,32.66190712,7.5509,25.11100712
MRM,Ore,7.4,Jun,0.958,0.544365119,638.8249138,32.66190712,7.74,24.92190712
MRM,Ore,7.4,Jul,0.958,0.544365119,638.8249138,32.66190712,7.7183,24.94360712
MRM,Ore,7.4,Aug,0.958,0.544365119,638.8249138,32.66190712,7.8197,24.84220712
MRM,Ore,7.4,Sep,0.958,0.544365119,638.8249138,32.66190712,7.734,24.92790712
MRM,Ore,7.4,Oct,0.987,0.544365119,658.1630375,32.66190712,7.185,25.47690712
MRM,Ore,7.4,Nov,1.027,0.544365119,684.8363115,32.66190712,7.2715,25.39040712
MRM,Ore,7.4,Dec,1.07,0.544365119,713.5100812,32.66190712,7.2057,25.45620712
MRM,Ore,7.5,Jan,1.07,0.546789859,710.3460204,32.80739151,7.9099,24.89749151
MRM,Ore,7.5,Feb,1.07,0.546789859,710.3460204,32.80739151,8.3314,24.47599151
MRM,Ore,7.5,Mar,1.027,0.546789859,681.7994046,32.80739151,7.9672,24.84019151
MRM,Ore,7.5,Apr,0.958,0.546789859,635.9920444,32.80739151,7.9729,24.83449151
MRM,Ore,7.5,May,0.958,0.546789859,635.9920444,32.80739151,7.5509,25.25649151
MRM,Ore,7.5,Jun,0.958,0.546789859,635.9920444,32.80739151,7.74,25.06739151
MRM,Ore,7.5,Jul,0.958,0.546789859,635.9920444,32.80739151,7.7183,25.08909151
MRM,Ore,7.5,Aug,0.958,0.546789859,635.9920444,32.80739151,7.8197,24.98769151
MRM,Ore,7.5,Sep,0.958,0.546789859,635.9920444,32.80739151,7.734,25.07339151
MRM,Ore,7.5,Oct,0.987,0.546789859,655.2444132,32.80739151,7.185,25.62239151
MRM,Ore,7.5,Nov,1.027,0.546789859,681.7994046,32.80739151,7.2715,25.53589151
MRM,Ore,7.5,Dec,1.07,0.546789859,710.3460204,32.80739151,7.2057,25.60169151
MRM,Ore,7.6,Jan,1.07,0.549193068,707.2376227,32.9515841,7.9099,25.0416841
MRM,Ore,7.6,Feb,1.07,0.549193068,707.2376227,32.9515841,8.3314,24.6201841
MRM,Ore,7.6,Mar,1.027,0.549193068,678.8159238,32.9515841,7.9672,24.9843841
MRM,Ore,7.6,Apr,0.958,0.549193068,633.2090117,32.9515841,7.9729,24.9786841
MRM,Ore,7.6,May,0.958,0.549193068,633.2090117,32.9515841,7.5509,25.4006841
MRM,Ore,7.6,Jun,0.958,0.549193068,633.2090117,32.9515841,7.74,25.2115841
MRM,Ore,7.6,Jul,0.958,0.549193068,633.2090117,32.9515841,7.7183,25.2332841
MRM,Ore,7.6,Aug,0.958,0.549193068,633.2090117,32.9515841,7.8197,25.1318841
MRM,Ore,7.6,Sep,0.958,0.549193068,633.2090117,32.9515841,7.734,25.2175841
MRM,Ore,7.6,Oct,0.987,0.549193068,652.3771342,32.9515841,7.185,25.7665841
MRM,Ore,7.6,Nov,1.027,0.549193068,678.8159238,32.9515841,7.2715,25.6800841
MRM,Ore,7.6,Dec,1.07,0.549193068,707.2376227,32.9515841,7.2057,25.7458841
MRM,Ore,7.7,Jan,1.07,0.551575219,704.1831955,33.09451312,7.9099,25.18461312
MRM,Ore,7.7,Feb,1.07,0.551575219,704.1831955,33.09451312,8.3314,24.76311312
MRM,Ore,7.7,Mar,1.027,0.551575219,675.8842446,33.09451312,7.9672,25.12731312
MRM,Ore,7.7,Apr,0.958,0.551575219,630.4743003,33.09451312,7.9729,25.12161312
MRM,Ore,7.7,May,0.958,0.551575219,630.4743003,33.09451312,7.5509,25.54361312
MRM,Ore,7.7,Jun,0.958,0.551575219,630.4743003,33.09451312,7.74,25.35451312
MRM,Ore,7.7,Jul,0.958,0.551575219,630.4743003,33.09451312,7.7183,25.37621312
MRM,Ore,7.7,Aug,0.958,0.551575219,630.4743003,33.09451312,7.8197,25.27481312
MRM,Ore,7.7,Sep,0.958,0.551575219,630.4743003,33.09451312,7.734,25.36051312
MRM,Ore,7.7,Oct,0.987,0.551575219,649.5596392,33.09451312,7.185,25.90951312
MRM,Ore,7.7,Nov,1.027,0.551575219,675.8842446,33.09451312,7.2715,25.82301312
MRM,Ore,7.7,Dec,1.07,0.551575219,704.1831955,33.09451312,7.2057,25.88881312
MRM,Ore,7.8,Jan,1.07,0.553936764,701.1811189,33.23620584,7.9099,25.32630584
MRM,Ore,7.8,Feb,1.07,0.553936764,701.1811189,33.23620584,8.3314,24.90480584
MRM,Ore,7.8,Mar,1.027,0.553936764,673.0028122,33.23620584,7.9672,25.26900584
MRM,Ore,7.8,Apr,0.958,0.553936764,627.7864597,33.23620584,7.9729,25.26330584
MRM,Ore,7.8,May,0.958,0.553936764,627.7864597,33.23620584,7.5509,25.68530584
MRM,Ore,7.8,Jun,0.958,0.553936764,627.7864597,33.23620584,7.74,25.49620584
MRM,Ore,7.8,Jul,0.958,0.553936764,627.7864597,33.23620584,7.7183,25.51790584
MRM,Ore,7.8,Aug,0.958,0.553936764,627.7864597,33.23620584,7.8197,25.41650584
MRM,Ore,7.8,Sep,0.958,0.553936764,627.7864597,33.23620584,7.734,25.50220584
MRM,Ore,7.8,Oct,0.987,0.553936764,646.790434,33.23620584,7.185,26.05120584
MRM,Ore,7.8,Nov,1.027,0.553936764,673.0028122,33.23620584,7.2715,25.96470584
MRM,Ore,7.8,Dec,1.07,0.553936764,701.1811189,33.23620584,7.2057,26.03050584
MRM,Ore,7.9,Jan,1.07,0.556278144,698.2298415,33.37668861,7.9099,25.46678861
MRM,Ore,7.9,Feb,1.07,0.556278144,698.2298415,33.37668861,8.3314,25.04528861
MRM,Ore,7.9,Mar,1.027,0.556278144,670.1701376,33.37668861,7.9672,25.40948861
MRM,Ore,7.9,Apr,0.958,0.556278144,625.1441011,33.37668861,7.9729,25.40378861
MRM,Ore,7.9,May,0.958,0.556278144,625.1441011,33.37668861,7.5509,25.82578861
MRM,Ore,7.9,Jun,0.958,0.556278144,625.1441011,33.37668861,7.74,25.63668861
MRM,Ore,7.9,Jul,0.958,0.556278144,625.1441011,33.37668861,7.7183,25.65838861
MRM,Ore,7.9,Aug,0.958,0.556278144,625.1441011,33.37668861,7.8197,25.55698861
MRM,Ore,7.9,Sep,0.958,0.556278144,625.1441011,33.37668861,7.734,25.64268861
MRM,Ore,7.9,Oct,0.987,0.556278144,644.0680874,33.37668861,7.185,26.19168861
MRM,Ore,7.9,Nov,1.027,0.556278144,670.1701376,33.37668861,7.2715,26.10518861
MRM,Ore,7.9,Dec,1.07,0.556278144,698.2298415,33.37668861,7.2057,26.17098861
MRM,Ore,8,Jan,1.07,0.558599781,695.3278769,33.51598688,7.9099,25.60608688
MRM,Ore,8,Feb,1.07,0.558599781,695.3278769,33.51598688,8.3314,25.18458688
MRM,Ore,8,Mar,1.027,0.558599781,667.384794,33.51598688,7.9672,25.54878688
MRM,Ore,8,Apr,0.958,0.558599781,622.5458935,33.51598688,7.9729,25.54308688
MRM,Ore,8,May,0.958,0.558599781,622.5458935,33.51598688,7.5509,25.96508688
MRM,Ore,8,Jun,0.958,0.558599781,622.5458935,33.51598688,7.74,25.77598688
MRM,Ore,8,Jul,0.958,0.558599781,622.5458935,33.51598688,7.7183,25.79768688
MRM,Ore,8,Aug,0.958,0.558599781,622.5458935,33.51598688,7.8197,25.69628688
MRM,Ore,8,Sep,0.958,0.558599781,622.5458935,33.51598688,7.734,25.78198688
MRM,Ore,8,Oct,0.987,0.558599781,641.3912285,33.51598688,7.185,26.33098688
MRM,Ore,8,Nov,1.027,0.558599781,667.384794,33.51598688,7.2715,26.24448688
MRM,Ore,8,Dec,1.07,0.558599781,695.3278769,33.51598688,7.2057,26.31028688
MRM,Ore,8.1,Jan,1.07,0.560902088,692.4737999,33.65412526,7.9099,25.74422526
MRM,Ore,8.1,Feb,1.07,0.560902088,692.4737999,33.65412526,8.3314,25.32272526
MRM,Ore,8.1,Mar,1.027,0.560902088,664.6454135,33.65412526,7.9672,25.68692526
MRM,Ore,8.1,Apr,0.958,0.560902088,619.990561,33.65412526,7.9729,25.68122526
MRM,Ore,8.1,May,0.958,0.560902088,619.990561,33.65412526,7.5509,26.10322526
MRM,Ore,8.1,Jun,0.958,0.560902088,619.990561,33.65412526,7.74,25.91412526
MRM,Ore,8.1,Jul,0.958,0.560902088,619.990561,33.65412526,7.7183,25.93582526
MRM,Ore,8.1,Aug,0.958,0.560902088,619.990561,33.65412526,7.8197,25.83442526
MRM,Ore,8.1,Sep,0.958,0.560902088,619.990561,33.65412526,7.734,25.92012526
MRM,Ore,8.1,Oct,0.987,0.560902088,638.7585425,33.65412526,7.185,26.46912526
MRM,Ore,8.1,Nov,1.027,0.560902088,664.6454135,33.65412526,7.2715,26.38262526
MRM,Ore,8.1,Dec,1.07,0.560902088,692.4737999,33.65412526,7.2057,26.44842526
MRM,Ore,8.2,Jan,1.07,0.563185459,689.6662436,33.79112755,7.9099,25.88122755
MRM,Ore,8.2,Feb,1.07,0.563185459,689.6662436,33.79112755,8.3314,25.45972755
MRM,Ore,8.2,Mar,1.027,0.563185459,661.9506842,33.79112755,7.9672,25.82392755
MRM,Ore,8.2,Apr,0.958,0.563185459,617.4768797,33.79112755,7.9729,25.81822755
MRM,Ore,8.2,May,0.958,0.563185459,617.4768797,33.79112755,7.5509,26.24022755
MRM,Ore,8.2,Jun,0.958,0.563185459,617.4768797,33.79112755,7.74,26.05112755
MRM,Ore,8.2,Jul,0.958,0.563185459,617.4768797,33.79112755,7.7183,26.07282755
MRM,Ore,8.2,Aug,0.958,0.563185459,617.4768797,33.79112755,7.8197,25.97142755
MRM,Ore,8.2,Sep,0.958,0.563185459,617.4768797,33.79112755,7.734,26.05712755
MRM,Ore,8.2,Oct,0.987,0.563185459,636.1687686,33.79112755,7.185,26.60612755
MRM,Ore,8.2,Nov,1.027,0.563185459,661.9506842,33.79112755,7.2715,26.51962755
MRM,Ore,8.2,Dec,1.07,0.563185459,689.6662436,33.79112755,7.2057,26.58542755
MRM,Ore,8.3,Jan,1.07,0.56545028,686.903896,33.92701677,7.9099,26.01711677
MRM,Ore,8.3,Feb,1.07,0.56545028,686.903896,33.92701677,8.3314,25.59561677
MRM,Ore,8.3,Mar,1.027,0.56545028,659.2993469,33.92701677,7.9672,25.95981677
MRM,Ore,8.3,Apr,0.958,0.56545028,615.0036751,33.92701677,7.9729,25.95411677
MRM,Ore,8.3,May,0.958,0.56545028,615.0036751,33.92701677,7.5509,26.37611677
MRM,Ore,8.3,Jun,0.958,0.56545028,615.0036751,33.92701677,7.74,26.18701677
MRM,Ore,8.3,Jul,0.958,0.56545028,615.0036751,33.92701677,7.7183,26.20871677
MRM,Ore,8.3,Aug,0.958,0.56545028,615.0036751,33.92701677,7.8197,26.10731677
MRM,Ore,8.3,Sep,0.958,0.56545028,615.0036751,33.92701677,7.734,26.19301677
MRM,Ore,8.3,Oct,0.987,0.56545028,633.6206966,33.92701677,7.185,26.74201677
MRM,Ore,8.3,Nov,1.027,0.56545028,659.2993469,33.92701677,7.2715,26.65551677
MRM,Ore,8.3,Dec,1.07,0.56545028,686.903896,33.92701677,7.2057,26.72131677
MRM,Ore,8.4,Jan,1.07,0.56769692,684.1854976,34.06181522,7.9099,26.15191522
MRM,Ore,8.4,Feb,1.07,0.56769692,684.1854976,34.06181522,8.3314,25.73041522
MRM,Ore,8.4,Mar,1.027,0.56769692,656.6901926,34.06181522,7.9672,26.09461522
MRM,Ore,8.4,Apr,0.958,0.56769692,612.5698194,34.06181522,7.9729,26.08891522
MRM,Ore,8.4,May,0.958,0.56769692,612.5698194,34.06181522,7.5509,26.51091522
MRM,Ore,8.4,Jun,0.958,0.56769692,612.5698194,34.06181522,7.74,26.32181522
MRM,Ore,8.4,Jul,0.958,0.56769692,612.5698194,34.06181522,7.7183,26.34351522
MRM,Ore,8.4,Aug,0.958,0.56769692,612.5698194,34.06181522,7.8197,26.24211522
MRM,Ore,8.4,Sep,0.958,0.56769692,612.5698194,34.06181522,7.734,26.32781522
MRM,Ore,8.4,Oct,0.987,0.56769692,631.1131647,34.06181522,7.185,26.87681522
MRM,Ore,8.4,Nov,1.027,0.56769692,656.6901926,34.06181522,7.2715,26.79031522
MRM,Ore,8.4,Dec,1.07,0.56769692,684.1854976,34.06181522,7.2057,26.85611522
MRM,Ore,8.5,Jan,1.07,0.569925742,681.5098383,34.19554449,7.9099,26.28564449
MRM,Ore,8.5,Feb,1.07,0.569925742,681.5098383,34.19554449,8.3314,25.86414449
MRM,Ore,8.5,Mar,1.027,0.569925742,654.1220598,34.19554449,7.9672,26.22834449
MRM,Ore,8.5,Apr,0.958,0.569925742,610.1742291,34.19554449,7.9729,26.22264449
MRM,Ore,8.5,May,0.958,0.569925742,610.1742291,34.19554449,7.5509,26.64464449
MRM,Ore,8.5,Jun,0.958,0.569925742,610.1742291,34.19554449,7.74,26.45554449
MRM,Ore,8.5,Jul,0.958,0.569925742,610.1742291,34.19554449,7.7183,26.47724449
MRM,Ore,8.5,Aug,0.958,0.569925742,610.1742291,34.19554449,7.8197,26.37584449
MRM,Ore,8.5,Sep,0.958,0.569925742,610.1742291,34.19554449,7.734,26.46154449
MRM,Ore,8.5,Oct,0.987,0.569925742,628.6450565,34.19554449,7.185,27.01054449
MRM,Ore,8.5,Nov,1.027,0.569925742,654.1220598,34.19554449,7.2715,26.92404449
MRM,Ore,8.5,Dec,1.07,0.569925742,681.5098383,34.19554449,7.2057,26.98984449
MRM,Ore,8.6,Jan,1.07,0.572137092,678.875755,34.32822549,7.9099,26.41832549
MRM,Ore,8.6,Feb,1.07,0.572137092,678.875755,34.32822549,8.3314,25.99682549
MRM,Ore,8.6,Mar,1.027,0.572137092,651.5938322,34.32822549,7.9672,26.36102549
MRM,Ore,8.6,Apr,0.958,0.572137092,607.8158629,34.32822549,7.9729,26.35532549
MRM,Ore,8.6,May,0.958,0.572137092,607.8158629,34.32822549,7.5509,26.77732549
MRM,Ore,8.6,Jun,0.958,0.572137092,607.8158629,34.32822549,7.74,26.58822549
MRM,Ore,8.6,Jul,0.958,0.572137092,607.8158629,34.32822549,7.7183,26.60992549
MRM,Ore,8.6,Aug,0.958,0.572137092,607.8158629,34.32822549,7.8197,26.50852549
MRM,Ore,8.6,Sep,0.958,0.572137092,607.8158629,34.32822549,7.734,26.59422549
MRM,Ore,8.6,Oct,0.987,0.572137092,626.2152993,34.32822549,7.185,27.14322549
MRM,Ore,8.6,Nov,1.027,0.572137092,651.5938322,34.32822549,7.2715,27.05672549
MRM,Ore,8.6,Dec,1.07,0.572137092,678.875755,34.32822549,7.2057,27.12252549
MRM,Ore,8.7,Jan,1.07,0.574331308,676.2821295,34.45987848,7.9099,26.54997848
MRM,Ore,8.7,Feb,1.07,0.574331308,676.2821295,34.45987848,8.3314,26.12847848
MRM,Ore,8.7,Mar,1.027,0.574331308,649.1044364,34.45987848,7.9672,26.49267848
MRM,Ore,8.7,Apr,0.958,0.574331308,605.4937197,34.45987848,7.9729,26.48697848
MRM,Ore,8.7,May,0.958,0.574331308,605.4937197,34.45987848,7.5509,26.90897848
MRM,Ore,8.7,Jun,0.958,0.574331308,605.4937197,34.45987848,7.74,26.71987848
MRM,Ore,8.7,Jul,0.958,0.574331308,605.4937197,34.45987848,7.7183,26.74157848
MRM,Ore,8.7,Aug,0.958,0.574331308,605.4937197,34.45987848,7.8197,26.64017848
MRM,Ore,8.7,Sep,0.958,0.574331308,605.4937197,34.45987848,7.734,26.72587848
MRM,Ore,8.7,Oct,0.987,0.574331308,623.8228615,34.45987848,7.185,27.27487848
MRM,Ore,8.7,Nov,1.027,0.574331308,649.1044364,34.45987848,7.2715,27.18837848
MRM,Ore,8.7,Dec,1.07,0.574331308,676.2821295,34.45987848,7.2057,27.25417848
MRM,Ore,8.8,Jan,1.07,0.576508718,673.7278858,34.59052311,7.9099,26.68062311
MRM,Ore,8.8,Feb,1.07,0.576508718,673.7278858,34.59052311,8.3314,26.25912311
MRM,Ore,8.8,Mar,1.027,0.576508718,646.6528399,34.59052311,7.9672,26.62332311
MRM,Ore,8.8,Apr,0.958,0.576508718,603.206836,34.59052311,7.9729,26.61762311
MRM,Ore,8.8,May,0.958,0.576508718,603.206836,34.59052311,7.5509,27.03962311
MRM,Ore,8.8,Jun,0.958,0.576508718,603.206836,34.59052311,7.74,26.85052311
MRM,Ore,8.8,Jul,0.958,0.576508718,603.206836,34.59052311,7.7183,26.87222311
MRM,Ore,8.8,Aug,0.958,0.576508718,603.206836,34.59052311,7.8197,26.77082311
MRM,Ore,8.8,Sep,0.958,0.576508718,603.206836,34.59052311,7.734,26.85652311
MRM,Ore,8.8,Oct,0.987,0.576508718,621.4667507,34.59052311,7.185,27.40552311
MRM,Ore,8.8,Nov,1.027,0.576508718,646.6528399,34.59052311,7.2715,27.31902311
MRM,Ore,8.8,Dec,1.07,0.576508718,673.7278858,34.59052311,7.2057,27.38482311
MRM,Ore,8.9,Jan,1.07,0.57866964,671.2119885,34.72017842,7.9099,26.81027842
MRM,Ore,8.9,Feb,1.07,0.57866964,671.2119885,34.72017842,8.3314,26.38877842
MRM,Ore,8.9,Mar,1.027,0.57866964,644.2380488,34.72017842,7.9672,26.75297842
MRM,Ore,8.9,Apr,0.958,0.57866964,600.9542851,34.72017842,7.9729,26.74727842
MRM,Ore,8.9,May,0.958,0.57866964,600.9542851,34.72017842,7.5509,27.16927842
MRM,Ore,8.9,Jun,0.958,0.57866964,600.9542851,34.72017842,7.74,26.98017842
MRM,Ore,8.9,Jul,0.958,0.57866964,600.9542851,34.72017842,7.7183,27.00187842
MRM,Ore,8.9,Aug,0.958,0.57866964,600.9542851,34.72017842,7.8197,26.90047842
MRM,Ore,8.9,Sep,0.958,0.57866964,600.9542851,34.72017842,7.734,26.98617842
MRM,Ore,8.9,Oct,0.987,0.57866964,619.1460118,34.72017842,7.185,27.53517842
MRM,Ore,8.9,Nov,1.027,0.57866964,644.2380488,34.72017842,7.2715,27.44867842
MRM,Ore,8.9,Dec,1.07,0.57866964,671.2119885,34.72017842,7.2057,27.51447842
MRM,Ore,9,Jan,1.07,0.580814382,668.7334408,34.84886291,7.9099,26.93896291
MRM,Ore,9,Feb,1.07,0.580814382,668.7334408,34.84886291,8.3314,26.51746291
MRM,Ore,9,Mar,1.027,0.580814382,641.8591063,34.84886291,7.9672,26.88166291
MRM,Ore,9,Apr,0.958,0.580814382,598.7351741,34.84886291,7.9729,26.87596291
MRM,Ore,9,May,0.958,0.580814382,598.7351741,34.84886291,7.5509,27.29796291
MRM,Ore,9,Jun,0.958,0.580814382,598.7351741,34.84886291,7.74,27.10886291
MRM,Ore,9,Jul,0.958,0.580814382,598.7351741,34.84886291,7.7183,27.13056291
MRM,Ore,9,Aug,0.958,0.580814382,598.7351741,34.84886291,7.8197,27.02916291
MRM,Ore,9,Sep,0.958,0.580814382,598.7351741,34.84886291,7.734,27.11486291
MRM,Ore,9,Oct,0.987,0.580814382,616.8597253,34.84886291,7.185,27.66386291
MRM,Ore,9,Nov,1.027,0.580814382,641.8591063,34.84886291,7.2715,27.57736291
MRM,Ore,9,Dec,1.07,0.580814382,668.7334408,34.84886291,7.2057,27.64316291
MRM,Ore,9.1,Jan,1.07,0.582943242,666.2912823,34.9765945,7.9099,27.0666945
MRM,Ore,9.1,Feb,1.07,0.582943242,666.2912823,34.9765945,8.3314,26.6451945
MRM,Ore,9.1,Mar,1.027,0.582943242,639.5150906,34.9765945,7.9672,27.0093945
MRM,Ore,9.1,Apr,0.958,0.582943242,596.5486434,34.9765945,7.9729,27.0036945
MRM,Ore,9.1,May,0.958,0.582943242,596.5486434,34.9765945,7.5509,27.4256945
MRM,Ore,9.1,Jun,0.958,0.582943242,596.5486434,34.9765945,7.74,27.2365945
MRM,Ore,9.1,Jul,0.958,0.582943242,596.5486434,34.9765945,7.7183,27.2582945
MRM,Ore,9.1,Aug,0.958,0.582943242,596.5486434,34.9765945,7.8197,27.1568945
MRM,Ore,9.1,Sep,0.958,0.582943242,596.5486434,34.9765945,7.734,27.2425945
MRM,Ore,9.1,Oct,0.987,0.582943242,614.6070053,34.9765945,7.185,27.7915945
MRM,Ore,9.1,Nov,1.027,0.582943242,639.5150906,34.9765945,7.2715,27.7050945
MRM,Ore,9.1,Dec,1.07,0.582943242,666.2912823,34.9765945,7.2057,27.7708945
MRM,Ore,9.2,Jan,1.07,0.58505651,663.8845876,35.10339061,7.9099,27.19349061
MRM,Ore,9.2,Feb,1.07,0.58505651,663.8845876,35.10339061,8.3314,26.77199061
MRM,Ore,9.2,Mar,1.027,0.58505651,637.2051135,35.10339061,7.9672,27.13619061
MRM,Ore,9.2,Apr,0.958,0.58505651,594.3938644,35.10339061,7.9729,27.13049061
MRM,Ore,9.2,May,0.958,0.58505651,594.3938644,35.10339061,7.5509,27.55249061
MRM,Ore,9.2,Jun,0.958,0.58505651,594.3938644,35.10339061,7.74,27.36339061
MRM,Ore,9.2,Jul,0.958,0.58505651,594.3938644,35.10339061,7.7183,27.38509061
MRM,Ore,9.2,Aug,0.958,0.58505651,594.3938644,35.10339061,7.8197,27.28369061
MRM,Ore,9.2,Sep,0.958,0.58505651,594.3938644,35.10339061,7.734,27.36939061
MRM,Ore,9.2,Oct,0.987,0.58505651,612.3869981,35.10339061,7.185,27.91839061
MRM,Ore,9.2,Nov,1.027,0.58505651,637.2051135,35.10339061,7.2715,27.83189061
MRM,Ore,9.2,Dec,1.07,0.58505651,663.8845876,35.10339061,7.2057,27.89769061
MRM,Ore,9.3,Jan,1.07,0.587154469,661.5124645,35.22926816,7.9099,27.31936816
MRM,Ore,9.3,Feb,1.07,0.587154469,661.5124645,35.22926816,8.3314,26.89786816
MRM,Ore,9.3,Mar,1.027,0.587154469,634.9283187,35.22926816,7.9672,27.26206816
MRM,Ore,9.3,Apr,0.958,0.587154469,592.2700383,35.22926816,7.9729,27.25636816
MRM,Ore,9.3,May,0.958,0.587154469,592.2700383,35.22926816,7.5509,27.67836816
MRM,Ore,9.3,Jun,0.958,0.587154469,592.2700383,35.22926816,7.74,27.48926816
MRM,Ore,9.3,Jul,0.958,0.587154469,592.2700383,35.22926816,7.7183,27.51096816
MRM,Ore,9.3,Aug,0.958,0.587154469,592.2700383,35.22926816,7.8197,27.40956816
MRM,Ore,9.3,Sep,0.958,0.587154469,592.2700383,35.22926816,7.734,27.49526816
MRM,Ore,9.3,Oct,0.987,0.587154469,610.1988808,35.22926816,7.185,28.04426816
MRM,Ore,9.3,Nov,1.027,0.587154469,634.9283187,35.22926816,7.2715,27.95776816
MRM,Ore,9.3,Dec,1.07,0.587154469,661.5124645,35.22926816,7.2057,28.02356816
MRM,Ore,9.4,Jan,1.07,0.589237393,659.1740526,35.35424355,7.9099,27.44434355
MRM,Ore,9.4,Feb,1.07,0.589237393,659.1740526,35.35424355,8.3314,27.02284355
MRM,Ore,9.4,Mar,1.027,0.589237393,632.6838804,35.35424355,7.9672,27.38704355
MRM,Ore,9.4,Apr,0.958,0.589237393,590.1763948,35.35424355,7.9729,27.38134355
MRM,Ore,9.4,May,0.958,0.589237393,590.1763948,35.35424355,7.5509,27.80334355
MRM,Ore,9.4,Jun,0.958,0.589237393,590.1763948,35.35424355,7.74,27.61424355
MRM,Ore,9.4,Jul,0.958,0.589237393,590.1763948,35.35424355,7.7183,27.63594355
MRM,Ore,9.4,Aug,0.958,0.589237393,590.1763948,35.35424355,7.8197,27.53454355
MRM,Ore,9.4,Sep,0.958,0.589237393,590.1763948,35.35424355,7.734,27.62024355
MRM,Ore,9.4,Oct,0.987,0.589237393,608.0418598,35.35424355,7.185,28.16924355
MRM,Ore,9.4,Nov,1.027,0.589237393,632.6838804,35.35424355,7.2715,28.08274355
MRM,Ore,9.4,Dec,1.07,0.589237393,659.1740526,35.35424355,7.2057,28.14854355
MRM,Ore,9.5,Jan,1.07,0.591305546,656.8685219,35.47833276,7.9099,27.56843276
MRM,Ore,9.5,Feb,1.07,0.591305546,656.8685219,35.47833276,8.3314,27.14693276
MRM,Ore,9.5,Mar,1.027,0.591305546,630.4710018,35.47833276,7.9672,27.51113276
MRM,Ore,9.5,Apr,0.958,0.591305546,588.1121906,35.47833276,7.9729,27.50543276
MRM,Ore,9.5,May,0.958,0.591305546,588.1121906,35.47833276,7.5509,27.92743276
MRM,Ore,9.5,Jun,0.958,0.591305546,588.1121906,35.47833276,7.74,27.73833276
MRM,Ore,9.5,Jul,0.958,0.591305546,588.1121906,35.47833276,7.7183,27.76003276
MRM,Ore,9.5,Aug,0.958,0.591305546,588.1121906,35.47833276,7.8197,27.65863276
MRM,Ore,9.5,Sep,0.958,0.591305546,588.1121906,35.47833276,7.734,27.74433276
MRM,Ore,9.5,Oct,0.987,0.591305546,605.9151692,35.47833276,7.185,28.29333276
MRM,Ore,9.5,Nov,1.027,0.591305546,630.4710018,35.47833276,7.2715,28.20683276
MRM,Ore,9.5,Dec,1.07,0.591305546,656.8685219,35.47833276,7.2057,28.27263276
MRM,Ore,9.6,Jan,1.07,0.593359188,654.5950709,35.6015513,7.9099,27.6916513
MRM,Ore,9.6,Feb,1.07,0.593359188,654.5950709,35.6015513,8.3314,27.2701513
MRM,Ore,9.6,Mar,1.027,0.593359188,628.2889139,35.6015513,7.9672,27.6343513
MRM,Ore,9.6,Apr,0.958,0.593359188,586.0767084,35.6015513,7.9729,27.6286513
MRM,Ore,9.6,May,0.958,0.593359188,586.0767084,35.6015513,7.5509,28.0506513
MRM,Ore,9.6,Jun,0.958,0.593359188,586.0767084,35.6015513,7.74,27.8615513
MRM,Ore,9.6,Jul,0.958,0.593359188,586.0767084,35.6015513,7.7183,27.8832513
MRM,Ore,9.6,Aug,0.958,0.593359188,586.0767084,35.6015513,7.8197,27.7818513
MRM,Ore,9.6,Sep,0.958,0.593359188,586.0767084,35.6015513,7.734,27.8675513
MRM,Ore,9.6,Oct,0.987,0.593359188,603.8180701,35.6015513,7.185,28.4165513
