Pit,Material,HD (km),Month,SF,Cycle (hrs),TPNOH (t/h),Cycle (min),Fixed (min),Travel (min)
MRM,Ore,5.7,Jun,0.958,0.511579175,679.7657463,30.69475053,7.74,22.95475053
MRM,Ore,5.7,Jul,0.958,0.511579175,679.7657463,30.69475053,7.7183,22.97645053
MRM,Ore,5.7,Aug,0.958,0.511579175,679.7657463,30.69475053,7.8197,22.87505053
MRM,Ore,5.7,Sep,0.958,0.511579175,679.7657463,30.69475053,7.734,22.96075053
MRM,Ore,5.7,Oct,0.987,0.511579175,700.3432063,30.69475053,7.185,23.50975053
MRM,Ore,5.7,Nov,1.027,0.511579175,728.7259097,30.69475053,7.2715,23.42325053
MRM,Ore,5.7,Dec,1.07,0.511579175,759.2373158,30.69475053,7.2057,23.48905053
MRM,Ore,5.8,Jan,1.07,0.514995078,754.2013825,30.89970469,7.9099,22.98980469
MRM,Ore,5.8,Feb,1.07,0.514995078,754.2013825,30.89970469,8.3314,22.56830469
MRM,Ore,5.8,Mar,1.027,0.514995078,723.892355,30.89970469,7.9672,22.93250469
MRM,Ore,5.8,Apr,0.958,0.514995078,675.2569388,30.89970469,7.9729,22.92680469
MRM,Ore,5.8,May,0.958,0.514995078,675.2569388,30.89970469,7.5509,23.34880469
MRM,Ore,5.8,Jun,0.958,0.514995078,675.2569388,30.89970469,7.74,23.15970469
MRM,Ore,5.8,Jul,0.958,0.514995078,675.2569388,30.89970469,7.7183,23.18140469
MRM,Ore,5.8,Aug,0.958,0.514995078,675.2569388,30.89970469,7.8197,23.08000469
MRM,Ore,5.8,Sep,0.958,0.514995078,675.2569388,30.89970469,7.734,23.16570469
MRM,Ore,5.8,Oct,0.987,0.514995078,695.6979108,30.89970469,7.185,23.71470469
MRM,Ore,5.8,Nov,1.027,0.514995078,723.892355,30.89970469,7.2715,23.62820469
MRM,Ore,5.8,Dec,1.07,0.514995078,754.2013825,30.89970469,7.2057,23.69400469
MRM,Ore,5.9,Jan,1.07,0.518383579,749.27142,31.10301471,7.9099,23.19311471
MRM,Ore,5.9,Feb,1.07,0.518383579,749.27142,31.10301471,8.3314,22.77161471
MRM,Ore,5.9,Mar,1.027,0.518383579,719.1605124,31.10301471,7.9672,23.13581471
MRM,Ore,5.9,Apr,0.958,0.518383579,670.8430097,31.10301471,7.9729,23.13011471
MRM,Ore,5.9,May,0.958,0.518383579,670.8430097,31.10301471,7.5509,23.55211471
MRM,Ore,5.9,Jun,0.958,0.518383579,670.8430097,31.10301471,7.74,23.36301471
MRM,Ore,5.9,Jul,0.958,0.518383579,670.8430097,31.10301471,7.7183,23.38471471
MRM,Ore,5.9,Aug,0.958,0.518383579,670.8430097,31.10301471,7.8197,23.28331471
MRM,Ore,5.9,Sep,0.958,0.518383579,670.8430097,31.10301471,7.734,23.36901471
MRM,Ore,5.9,Oct,0.987,0.518383579,691.1503659,31.10301471,7.185,23.91801471
MRM,Ore,5.9,Nov,1.027,0.518383579,719.1605124,31.10301471,7.2715,23.83151471
MRM,Ore,5.9,Dec,1.07,0.518383579,749.27142,31.10301471,7.2057,23.89731471
MRM,Ore,6,Jan,1.07,0.521745355,744.4436181,31.30472131,7.9099,23.39482131
MRM,Ore,6,Feb,1.07,0.521745355,744.4436181,31.30472131,8.3314,22.97332131
MRM,Ore,6,Mar,1.027,0.521745355,714.5267251,31.30472131,7.9672,23.33752131
MRM,Ore,6,Apr,0.958,0.521745355,666.5205478,31.30472131,7.9729,23.33182131
MRM,Ore,6,May,0.958,0.521745355,666.5205478,31.30472131,7.5509,23.75382131
MRM,Ore,6,Jun,0.958,0.521745355,666.5205478,31.30472131,7.74,23.56472131
MRM,Ore,6,Jul,0.958,0.521745355,666.5205478,31.30472131,7.7183,23.58642131
MRM,Ore,6,Aug,0.958,0.521745355,666.5205478,31.30472131,7.8197,23.48502131
MRM,Ore,6,Sep,0.958,0.521745355,666.5205478,31.30472131,7.734,23.57072131
MRM,Ore,6,Oct,0.987,0.521745355,686.6970571,31.30472131,7.185,24.11972131
MRM,Ore,6,Nov,1.027,0.521745355,714.5267251,31.30472131,7.2715,24.03322131
MRM,Ore,6,Dec,1.07,0.521745355,744.4436181,31.30472131,7.2057,24.09902131
MRM,Ore,6.1,Jan,1.07,0.5258,738.7029289,31.548,7.9099,23.6381
MRM,Ore,6.1,Feb,1.07,0.5258,738.7029289,31.548,8.3314,23.2166
MRM,Ore,6.1,Mar,1.027,0.5258,709.0167364,31.548,7.9672,23.5808
MRM,Ore,6.1,Apr,0.958,0.5258,661.3807531,31.548,7.9729,23.5751
MRM,Ore,6.1,May,0.958,0.5258,661.3807531,31.548,7.5509,23.9971
MRM,Ore,6.1,Jun,0.958,0.5258,661.3807531,31.548,7.74,23.808
MRM,Ore,6.1,Jul,0.958,0.5258,661.3807531,31.548,7.7183,23.8297
MRM,Ore,6.1,Aug,0.958,0.5258,661.3807531,31.548,7.8197,23.7283
MRM,Ore,6.1,Sep,0.958,0.5258,661.3807531,31.548,7.734,23.814
MRM,Ore,6.1,Oct,0.987,0.5258,681.4016736,31.548,7.185,24.363
MRM,Ore,6.1,Nov,1.027,0.5258,709.0167364,31.548,7.2715,24.2765
MRM,Ore,6.1,Dec,1.07,0.5258,738.7029289,31.548,7.2057,24.3423
MRM,Ore,6.2,Jan,1.07,0.5298,733.1257078,31.788,7.9099,23.8781
MRM,Ore,6.2,Feb,1.07,0.5298,733.1257078,31.788,8.3314,23.4566
MRM,Ore,6.2,Mar,1.027,0.5298,703.6636467,31.788,7.9672,23.8208
MRM,Ore,6.2,Apr,0.958,0.5298,656.387316,31.788,7.9729,23.8151
MRM,Ore,6.2,May,0.958,0.5298,656.387316,31.788,7.5509,24.2371
MRM,Ore,6.2,Jun,0.958,0.5298,656.387316,31.788,7.74,24.048
MRM,Ore,6.2,Jul,0.958,0.5298,656.387316,31.788,7.7183,24.0697
MRM,Ore,6.2,Aug,0.958,0.5298,656.387316,31.788,7.8197,23.9683
MRM,Ore,6.2,Sep,0.958,0.5298,656.387316,31.788,7.734,24.054
MRM,Ore,6.2,Oct,0.987,0.5298,676.2570781,31.788,7.185,24.603
MRM,Ore,6.2,Nov,1.027,0.5298,703.6636467,31.788,7.2715,24.5165
MRM,Ore,6.2,Dec,1.07,0.5298,733.1257078,31.788,7.2057,24.5823
MRM,Ore,6.3,Jan,1.07,0.5338,727.6320719,32.028,7.9099,24.1181
MRM,Ore,6.3,Feb,1.07,0.5338,727.6320719,32.028,8.3314,23.6966
MRM,Ore,6.3,Mar,1.027,0.5338,698.3907831,32.028,7.9672,24.0608
MRM,Ore,6.3,Apr,0.958,0.5338,651.4687149,32.028,7.9729,24.0551
MRM,Ore,6.3,May,0.958,0.5338,651.4687149,32.028,7.5509,24.4771
MRM,Ore,6.3,Jun,0.958,0.5338,651.4687149,32.028,7.74,24.288
MRM,Ore,6.3,Jul,0.958,0.5338,651.4687149,32.028,7.7183,24.3097
MRM,Ore,6.3,Aug,0.958,0.5338,651.4687149,32.028,7.8197,24.2083
MRM,Ore,6.3,Sep,0.958,0.5338,651.4687149,32.028,7.734,24.294
MRM,Ore,6.3,Oct,0.987,0.5338,671.1895841,32.028,7.185,24.843
MRM,Ore,6.3,Nov,1.027,0.5338,698.3907831,32.028,7.2715,24.7565
MRM,Ore,6.3,Dec,1.07,0.5338,727.6320719,32.028,7.2057,24.8223
MRM,Ore,6.4,Jan,1.07,0.5378,722.2201562,32.268,7.9099,24.3581
MRM,Ore,6.4,Feb,1.07,0.5378,722.2201562,32.268,8.3314,23.9366
MRM,Ore,6.4,Mar,1.027,0.5378,693.1963555,32.268,7.9672,24.3008
MRM,Ore,6.4,Apr,0.958,0.5378,646.62328,32.268,7.9729,24.2951
MRM,Ore,6.4,May,0.958,0.5378,646.62328,32.268,7.5509,24.7171
MRM,Ore,6.4,Jun,0.958,0.5378,646.62328,32.268,7.74,24.528
MRM,Ore,6.4,Jul,0.958,0.5378,646.62328,32.268,7.7183,24.5497
MRM,Ore,6.4,Aug,0.958,0.5378,646.62328,32.268,7.8197,24.4483
MRM,Ore,6.4,Sep,0.958,0.5378,646.62328,32.268,7.734,24.534
MRM,Ore,6.4,Oct,0.987,0.5378,666.1974712,32.268,7.185,25.083
MRM,Ore,6.4,Nov,1.027,0.5378,693.1963555,32.268,7.2715,24.9965
MRM,Ore,6.4,Dec,1.07,0.5378,722.2201562,32.268,7.2057,25.0623
MRM,Ore,6.5,Jan,1.07,0.5418,716.8881506,32.508,7.9099,24.5981
MRM,Ore,6.5,Feb,1.07,0.5418,716.8881506,32.508,8.3314,24.1766
MRM,Ore,6.5,Mar,1.027,0.5418,688.0786268,32.508,7.9672,24.5408
MRM,Ore,6.5,Apr,0.958,0.5418,641.8493909,32.508,7.9729,24.5351
MRM,Ore,6.5,May,0.958,0.5418,641.8493909,32.508,7.5509,24.9571
MRM,Ore,6.5,Jun,0.958,0.5418,641.8493909,32.508,7.74,24.768
MRM,Ore,6.5,Jul,0.958,0.5418,641.8493909,32.508,7.7183,24.7897
MRM,Ore,6.5,Aug,0.958,0.5418,641.8493909,32.508,7.8197,24.6883
MRM,Ore,6.5,Sep,0.958,0.5418,641.8493909,32.508,7.734,24.774
MRM,Ore,6.5,Oct,0.987,0.5418,661.2790698,32.508,7.185,25.323
MRM,Ore,6.5,Nov,1.027,0.5418,688.0786268,32.508,7.2715,25.2365
MRM,Ore,6.5,Dec,1.07,0.5418,716.8881506,32.508,7.2057,25.3023
MRM,Ore,6.6,Jan,1.07,0.5458,711.6342983,32.748,7.9099,24.8381
MRM,Ore,6.6,Feb,1.07,0.5458,711.6342983,32.748,8.3314,24.4166
MRM,Ore,6.6,Mar,1.027,0.5458,683.0359106,32.748,7.9672,24.7808
MRM,Ore,6.6,Apr,0.958,0.5458,637.1454745,32.748,7.9729,24.7751
MRM,Ore,6.6,May,0.958,0.5458,637.1454745,32.748,7.5509,25.1971
MRM,Ore,6.6,Jun,0.958,0.5458,637.1454745,32.748,7.74,25.008
MRM,Ore,6.6,Jul,0.958,0.5458,637.1454745,32.748,7.7183,25.0297
MRM,Ore,6.6,Aug,0.958,0.5458,637.1454745,32.748,7.8197,24.9283
MRM,Ore,6.6,Sep,0.958,0.5458,637.1454745,32.748,7.734,25.014
MRM,Ore,6.6,Oct,0.987,0.5458,656.4327593,32.748,7.185,25.563
MRM,Ore,6.6,Nov,1.027,0.5458,683.0359106,32.748,7.2715,25.4765
MRM,Ore,6.6,Dec,1.07,0.5458,711.6342983,32.748,7.2057,25.5423
MRM,Ore,6.7,Jan,1.07,0.5498,706.4568934,32.988,7.9099,25.0781
MRM,Ore,6.7,Feb,1.07,0.5498,706.4568934,32.988,8.3314,24.6566
MRM,Ore,6.7,Mar,1.027,0.5498,678.0665697,32.988,7.9672,25.0208
MRM,Ore,6.7,Apr,0.958,0.5498,632.5100036,32.988,7.9729,25.0151
MRM,Ore,6.7,May,0.958,0.5498,632.5100036,32.988,7.5509,25.4371
MRM,Ore,6.7,Jun,0.958,0.5498,632.5100036,32.988,7.74,25.248
MRM,Ore,6.7,Jul,0.958,0.5498,632.5100036,32.988,7.7183,25.2697
MRM,Ore,6.7,Aug,0.958,0.5498,632.5100036,32.988,7.8197,25.1683
MRM,Ore,6.7,Sep,0.958,0.5498,632.5100036,32.988,7.734,25.254
MRM,Ore,6.7,Oct,0.987,0.5498,651.6569662,32.988,7.185,25.803
MRM,Ore,6.7,Nov,1.027,0.5498,678.0665697,32.988,7.2715,25.7165
MRM,Ore,6.7,Dec,1.07,0.5498,706.4568934,32.988,7.2057,25.7823
MRM,Ore,6.8,Jan,1.07,0.5538,701.3542795,33.228,7.9099,25.3181
MRM,Ore,6.8,Feb,1.07,0.5538,701.3542795,33.228,8.3314,24.8966
MRM,Ore,6.8,Mar,1.027,0.5538,673.1690141,33.228,7.9672,25.2608
MRM,Ore,6.8,Apr,0.958,0.5538,627.9414951,33.228,7.9729,25.2551
MRM,Ore,6.8,May,0.958,0.5538,627.9414951,33.228,7.5509,25.6771
MRM,Ore,6.8,Jun,0.958,0.5538,627.9414951,33.228,7.74,25.488
MRM,Ore,6.8,Jul,0.958,0.5538,627.9414951,33.228,7.7183,25.5097
MRM,Ore,6.8,Aug,0.958,0.5538,627.9414951,33.228,7.8197,25.4083
MRM,Ore,6.8,Sep,0.958,0.5538,627.9414951,33.228,7.734,25.494
MRM,Ore,6.8,Oct,0.987,0.5538,646.9501625,33.228,7.185,26.043
MRM,Ore,6.8,Nov,1.027,0.5538,673.1690141,33.228,7.2715,25.9565
MRM,Ore,6.8,Dec,1.07,0.5538,701.3542795,33.228,7.2057,26.0223
MRM,Ore,6.9,Jan,1.07,0.5578,696.3248476,33.468,7.9099,25.5581
MRM,Ore,6.9,Feb,1.07,0.5578,696.3248476,33.468,8.3314,25.1366
MRM,Ore,6.9,Mar,1.027,0.5578,668.3416995,33.468,7.9672,25.5008
MRM,Ore,6.9,Apr,0.958,0.5578,623.4385084,33.468,7.9729,25.4951
MRM,Ore,6.9,May,0.958,0.5578,623.4385084,33.468,7.5509,25.9171
MRM,Ore,6.9,Jun,0.958,0.5578,623.4385084,33.468,7.74,25.728
MRM,Ore,6.9,Jul,0.958,0.5578,623.4385084,33.468,7.7183,25.7497
MRM,Ore,6.9,Aug,0.958,0.5578,623.4385084,33.468,7.8197,25.6483
MRM,Ore,6.9,Sep,0.958,0.5578,623.4385084,33.468,7.734,25.734
MRM,Ore,6.9,Oct,0.987,0.5578,642.3108641,33.468,7.185,26.283
MRM,Ore,6.9,Nov,1.027,0.5578,668.3416995,33.468,7.2715,26.1965
MRM,Ore,6.9,Dec,1.07,0.5578,696.3248476,33.468,7.2057,26.2623
MRM,Ore,7,Jan,1.07,0.5618,691.3670345,33.708,7.9099,25.7981
MRM,Ore,7,Feb,1.07,0.5618,691.3670345,33.708,8.3314,25.3766
MRM,Ore,7,Mar,1.027,0.5618,663.5831257,33.708,7.9672,25.7408
MRM,Ore,7,Apr,0.958,0.5618,618.999644,33.708,7.9729,25.7351
MRM,Ore,7,May,0.958,0.5618,618.999644,33.708,7.5509,26.1571
MRM,Ore,7,Jun,0.958,0.5618,618.999644,33.708,7.74,25.968
MRM,Ore,7,Jul,0.958,0.5618,618.999644,33.708,7.7183,25.9897
MRM,Ore,7,Aug,0.958,0.5618,618.999644,33.708,7.8197,25.8883
MRM,Ore,7,Sep,0.958,0.5618,618.999644,33.708,7.734,25.974
MRM,Ore,7,Oct,0.987,0.5618,637.737629,33.708,7.185,26.523
MRM,Ore,7,Nov,1.027,0.5618,663.5831257,33.708,7.2715,26.4365
MRM,Ore,7,Dec,1.07,0.5618,691.3670345,33.708,7.2057,26.5023
MRM,Ore,7.1,Jan,1.07,0.5658,686.4793213,33.948,7.9099,26.0381
MRM,Ore,7.1,Feb,1.07,0.5658,686.4793213,33.948,8.3314,25.6166
MRM,Ore,7.1,Mar,1.027,0.5658,658.8918346,33.948,7.9672,25.9808
MRM,Ore,7.1,Apr,0.958,0.5658,614.6235419,33.948,7.9729,25.9751
MRM,Ore,7.1,May,0.958,0.5658,614.6235419,33.948,7.5509,26.3971
MRM,Ore,7.1,Jun,0.958,0.5658,614.6235419,33.948,7.74,26.208
MRM,Ore,7.1,Jul,0.958,0.5658,614.6235419,33.948,7.7183,26.2297
MRM,Ore,7.1,Aug,0.958,0.5658,614.6235419,33.948,7.8197,26.1283
MRM,Ore,7.1,Sep,0.958,0.5658,614.6235419,33.948,7.734,26.214
MRM,Ore,7.1,Oct,0.987,0.5658,633.2290562,33.948,7.185,26.763
MRM,Ore,7.1,Nov,1.027,0.5658,658.8918346,33.948,7.2715,26.6765
MRM,Ore,7.1,Dec,1.07,0.5658,686.4793213,33.948,7.2057,26.7423
MRM,Ore,7.2,Jan,1.07,0.5698,681.6602317,34.188,7.9099,26.2781
MRM,Ore,7.2,Feb,1.07,0.5698,681.6602317,34.188,8.3314,25.8566
MRM,Ore,7.2,Mar,1.027,0.5698,654.2664093,34.188,7.9672,26.2208
MRM,Ore,7.2,Apr,0.958,0.5698,610.3088803,34.188,7.9729,26.2151
MRM,Ore,7.2,May,0.958,0.5698,610.3088803,34.188,7.5509,26.6371
MRM,Ore,7.2,Jun,0.958,0.5698,610.3088803,34.188,7.74,26.448
MRM,Ore,7.2,Jul,0.958,0.5698,610.3088803,34.188,7.7183,26.4697
MRM,Ore,7.2,Aug,0.958,0.5698,610.3088803,34.188,7.8197,26.3683
MRM,Ore,7.2,Sep,0.958,0.5698,610.3088803,34.188,7.734,26.454
MRM,Ore,7.2,Oct,0.987,0.5698,628.7837838,34.188,7.185,27.003
MRM,Ore,7.2,Nov,1.027,0.5698,654.2664093,34.188,7.2715,26.9165
MRM,Ore,7.2,Dec,1.07,0.5698,681.6602317,34.188,7.2057,26.9823
MRM,Ore,7.3,Jan,1.07,0.5738,676.9083304,34.428,7.9099,26.5181
MRM,Ore,7.3,Feb,1.07,0.5738,676.9083304,34.428,8.3314,26.0966
MRM,Ore,7.3,Mar,1.027,0.5738,649.7054723,34.428,7.9672,26.4608
MRM,Ore,7.3,Apr,0.958,0.5738,606.0543743,34.428,7.9729,26.4551
MRM,Ore,7.3,May,0.958,0.5738,606.0543743,34.428,7.5509,26.8771
MRM,Ore,7.3,Jun,0.958,0.5738,606.0543743,34.428,7.74,26.688
MRM,Ore,7.3,Jul,0.958,0.5738,606.0543743,34.428,7.7183,26.7097
MRM,Ore,7.3,Aug,0.958,0.5738,606.0543743,34.428,7.8197,26.6083
MRM,Ore,7.3,Sep,0.958,0.5738,606.0543743,34.428,7.734,26.694
MRM,Ore,7.3,Oct,0.987,0.5738,624.400488,34.428,7.185,27.243
MRM,Ore,7.3,Nov,1.027,0.5738,649.7054723,34.428,7.2715,27.1565
MRM,Ore,7.3,Dec,1.07,0.5738,676.9083304,34.428,7.2057,27.2223
MRM,Ore,7.4,Jan,1.07,0.5778,672.2222222,34.668,7.9099,26.7581
MRM,Ore,7.4,Feb,1.07,0.5778,672.2222222,34.668,8.3314,26.3366
MRM,Ore,7.4,Mar,1.027,0.5778,645.2076843,34.668,7.9672,26.7008
MRM,Ore,7.4,Apr,0.958,0.5778,601.8587747,34.668,7.9729,26.6951
MRM,Ore,7.4,May,0.958,0.5778,601.8587747,34.668,7.5509,27.1171
MRM,Ore,7.4,Jun,0.958,0.5778,601.8587747,34.668,7.74,26.928
MRM,Ore,7.4,Jul,0.958,0.5778,601.8587747,34.668,7.7183,26.9497
MRM,Ore,7.4,Aug,0.958,0.5778,601.8587747,34.668,7.8197,26.8483
MRM,Ore,7.4,Sep,0.958,0.5778,601.8587747,34.668,7.734,26.934
MRM,Ore,7.4,Oct,0.987,0.5778,620.0778816,34.668,7.185,27.483
MRM,Ore,7.4,Nov,1.027,0.5778,645.2076843,34.668,7.2715,27.3965
MRM,Ore,7.4,Dec,1.07,0.5778,672.2222222,34.668,7.2057,27.4623
MRM,Ore,7.5,Jan,1.07,0.5818,667.60055,34.908,7.9099,26.9981
MRM,Ore,7.5,Feb,1.07,0.5818,667.60055,34.908,8.3314,26.5766
MRM,Ore,7.5,Mar,1.027,0.5818,640.7717429,34.908,7.9672,26.9408
MRM,Ore,7.5,Apr,0.958,0.5818,597.7208663,34.908,7.9729,26.9351
MRM,Ore,7.5,May,0.958,0.5818,597.7208663,34.908,7.5509,27.3571
MRM,Ore,7.5,Jun,0.958,0.5818,597.7208663,34.908,7.74,27.168
MRM,Ore,7.5,Jul,0.958,0.5818,597.7208663,34.908,7.7183,27.1897
MRM,Ore,7.5,Aug,0.958,0.5818,597.7208663,34.908,7.8197,27.0883
MRM,Ore,7.5,Sep,0.958,0.5818,597.7208663,34.908,7.734,27.174
MRM,Ore,7.5,Oct,0.987,0.5818,615.814713,34.908,7.185,27.723
MRM,Ore,7.5,Nov,1.027,0.5818,640.7717429,34.908,7.2715,27.6365
MRM,Ore,7.5,Dec,1.07,0.5818,667.60055,34.908,7.2057,27.7023
MRM,Ore,7.6,Jan,1.07,0.5858,663.0419939,35.148,7.9099,27.2381
MRM,Ore,7.6,Feb,1.07,0.5858,663.0419939,35.148,8.3314,26.8166
MRM,Ore,7.6,Mar,1.027,0.5858,636.396381,35.148,7.9672,27.1808
MRM,Ore,7.6,Apr,0.958,0.5858,593.6394674,35.148,7.9729,27.1751
MRM,Ore,7.6,May,0.958,0.5858,593.6394674,35.148,7.5509,27.5971
MRM,Ore,7.6,Jun,0.958,0.5858,593.6394674,35.148,7.74,27.408
MRM,Ore,7.6,Jul,0.958,0.5858,593.6394674,35.148,7.7183,27.4297
MRM,Ore,7.6,Aug,0.958,0.5858,593.6394674,35.148,7.8197,27.3283
MRM,Ore,7.6,Sep,0.958,0.5858,593.6394674,35.148,7.734,27.414
MRM,Ore,7.6,Oct,0.987,0.5858,611.6097644,35.148,7.185,27.963
MRM,Ore,7.6,Nov,1.027,0.5858,636.396381,35.148,7.2715,27.8765
MRM,Ore,7.6,Dec,1.07,0.5858,663.0419939,35.148,7.2057,27.9423
MRM,Ore,7.7,Jan,1.07,0.5898,658.5452696,35.388,7.9099,27.4781
MRM,Ore,7.7,Feb,1.07,0.5898,658.5452696,35.388,8.3314,27.0566
MRM,Ore,7.7,Mar,1.027,0.5898,632.0803662,35.388,7.9672,27.4208
MRM,Ore,7.7,Apr,0.958,0.5898,589.6134283,35.388,7.9729,27.4151
MRM,Ore,7.7,May,0.958,0.5898,589.6134283,35.388,7.5509,27.8371
MRM,Ore,7.7,Jun,0.958,0.5898,589.6134283,35.388,7.74,27.648
MRM,Ore,7.7,Jul,0.958,0.5898,589.6134283,35.388,7.7183,27.6697
MRM,Ore,7.7,Aug,0.958,0.5898,589.6134283,35.388,7.8197,27.5683
MRM,Ore,7.7,Sep,0.958,0.5898,589.6134283,35.388,7.734,27.654
MRM,Ore,7.7,Oct,0.987,0.5898,607.4618515,35.388,7.185,28.203
MRM,Ore,7.7,Nov,1.027,0.5898,632.0803662,35.388,7.2715,28.1165
MRM,Ore,7.7,Dec,1.07,0.5898,658.5452696,35.388,7.2057,28.1823
MRM,Ore,7.8,Jan,1.07,0.5938,654.1091277,35.628,7.9099,27.7181
MRM,Ore,7.8,Feb,1.07,0.5938,654.1091277,35.628,8.3314,27.2966
MRM,Ore,7.8,Mar,1.027,0.5938,627.8224992,35.628,7.9672,27.6608
MRM,Ore,7.8,Apr,0.958,0.5938,585.6416302,35.628,7.9729,27.6551
MRM,Ore,7.8,May,0.958,0.5938,585.6416302,35.628,7.5509,28.0771
MRM,Ore,7.8,Jun,0.958,0.5938,585.6416302,35.628,7.74,27.888
MRM,Ore,7.8,Jul,0.958,0.5938,585.6416302,35.628,7.7183,27.9097
MRM,Ore,7.8,Aug,0.958,0.5938,585.6416302,35.628,7.8197,27.8083
MRM,Ore,7.8,Sep,0.958,0.5938,585.6416302,35.628,7.734,27.894
MRM,Ore,7.8,Oct,0.987,0.5938,603.3698215,35.628,7.185,28.443
MRM,Ore,7.8,Nov,1.027,0.5938,627.8224992,35.628,7.2715,28.3565
MRM,Ore,7.8,Dec,1.07,0.5938,654.1091277,35.628,7.2057,28.4223
MRM,Ore,7.9,Jan,1.07,0.5978,649.732352,35.868,7.9099,27.9581
MRM,Ore,7.9,Feb,1.07,0.5978,649.732352,35.868,8.3314,27.5366
MRM,Ore,7.9,Mar,1.027,0.5978,623.6216126,35.868,7.9672,27.9008
MRM,Ore,7.9,Apr,0.958,0.5978,581.7229843,35.868,7.9729,27.8951
MRM,Ore,7.9,May,0.958,0.5978,581.7229843,35.868,7.5509,28.3171
MRM,Ore,7.9,Jun,0.958,0.5978,581.7229843,35.868,7.74,28.128
MRM,Ore,7.9,Jul,0.958,0.5978,581.7229843,35.868,7.7183,28.1497
MRM,Ore,7.9,Aug,0.958,0.5978,581.7229843,35.868,7.8197,28.0483
MRM,Ore,7.9,Sep,0.958,0.5978,581.7229843,35.868,7.734,28.134
MRM,Ore,7.9,Oct,0.987,0.5978,599.3325527,35.868,7.185,28.683
MRM,Ore,7.9,Nov,1.027,0.5978,623.6216126,35.868,7.2715,28.5965
MRM,Ore,7.9,Dec,1.07,0.5978,649.732352,35.868,7.2057,28.6623
MRM,Ore,8,Jan,1.07,0.6018,645.4137587,36.108,7.9099,28.1981
MRM,Ore,8,Feb,1.07,0.6018,645.4137587,36.108,8.3314,27.7766
MRM,Ore,8,Mar,1.027,0.6018,619.4765703,36.108,7.9672,28.1408
MRM,Ore,8,Apr,0.958,0.6018,577.8564307,36.108,7.9729,28.1351
MRM,Ore,8,May,0.958,0.6018,577.8564307,36.108,7.5509,28.5571
MRM,Ore,8,Jun,0.958,0.6018,577.8564307,36.108,7.74,28.368
MRM,Ore,8,Jul,0.958,0.6018,577.8564307,36.108,7.7183,28.3897
MRM,Ore,8,Aug,0.958,0.6018,577.8564307,36.108,7.8197,28.2883
MRM,Ore,8,Sep,0.958,0.6018,577.8564307,36.108,7.734,28.374
MRM,Ore,8,Oct,0.987,0.6018,595.3489531,36.108,7.185,28.923
MRM,Ore,8,Nov,1.027,0.6018,619.4765703,36.108,7.2715,28.8365
MRM,Ore,8,Dec,1.07,0.6018,645.4137587,36.108,7.2057,28.9023
MRM,Ore,8.1,Jan,1.07,0.6058,641.1521954,36.348,7.9099,28.4381
MRM,Ore,8.1,Feb,1.07,0.6058,641.1521954,36.348,8.3314,28.0166
MRM,Ore,8.1,Mar,1.027,0.6058,615.3862661,36.348,7.9672,28.3808
MRM,Ore,8.1,Apr,0.958,0.6058,574.0409376,36.348,7.9729,28.3751
MRM,Ore,8.1,May,0.958,0.6058,574.0409376,36.348,7.5509,28.7971
MRM,Ore,8.1,Jun,0.958,0.6058,574.0409376,36.348,7.74,28.608
MRM,Ore,8.1,Jul,0.958,0.6058,574.0409376,36.348,7.7183,28.6297
MRM,Ore,8.1,Aug,0.958,0.6058,574.0409376,36.348,7.8197,28.5283
MRM,Ore,8.1,Sep,0.958,0.6058,574.0409376,36.348,7.734,28.614
MRM,Ore,8.1,Oct,0.987,0.6058,591.4179597,36.348,7.185,29.163
MRM,Ore,8.1,Nov,1.027,0.6058,615.3862661,36.348,7.2715,29.0765
MRM,Ore,8.1,Dec,1.07,0.6058,641.1521954,36.348,7.2057,29.1423
MRM,Ore,8.2,Jan,1.07,0.6098,636.9465398,36.588,7.9099,28.6781
MRM,Ore,8.2,Feb,1.07,0.6098,636.9465398,36.588,8.3314,28.2566
MRM,Ore,8.2,Mar,1.027,0.6098,611.3496228,36.588,7.9672,28.6208
MRM,Ore,8.2,Apr,0.958,0.6098,570.2755002,36.588,7.9729,28.6151
MRM,Ore,8.2,May,0.958,0.6098,570.2755002,36.588,7.5509,29.0371
MRM,Ore,8.2,Jun,0.958,0.6098,570.2755002,36.588,7.74,28.848
MRM,Ore,8.2,Jul,0.958,0.6098,570.2755002,36.588,7.7183,28.8697
MRM,Ore,8.2,Aug,0.958,0.6098,570.2755002,36.588,7.8197,28.7683
MRM,Ore,8.2,Sep,0.958,0.6098,570.2755002,36.588,7.734,28.854
MRM,Ore,8.2,Oct,0.987,0.6098,587.5385372,36.588,7.185,29.403
MRM,Ore,8.2,Nov,1.027,0.6098,611.3496228,36.588,7.2715,29.3165
MRM,Ore,8.2,Dec,1.07,0.6098,636.9465398,36.588,7.2057,29.3823
MRM,Ore,8.3,Jan,1.07,0.6138,632.7956989,36.828,7.9099,28.9181
MRM,Ore,8.3,Feb,1.07,0.6138,632.7956989,36.828,8.3314,28.4966
MRM,Ore,8.3,Mar,1.027,0.6138,607.3655914,36.828,7.9672,28.8608
MRM,Ore,8.3,Apr,0.958,0.6138,566.5591398,36.828,7.9729,28.8551
MRM,Ore,8.3,May,0.958,0.6138,566.5591398,36.828,7.5509,29.2771
